id	position	name	GSM2522610	GSM2522611	GSM2522612	GSM2522613	GSM2522618	GSM2522666	GSM2522667	GSM2522668	GSM2522669	GSM2522670
B45R15C04	45-4-15	Hs~MGC:BC093864.1~uORF:IOH62000	506	460	369	2046	599	1128	642	480	2540	305
B45R15C05	45-5-15	Hs~MGC:BC039317.1~uORF:IOH28723	1	2	-3	1	449	393	520	371	538	280
B45R15C06	45-6-15	Hs~MGC:BC039317.1~uORF:IOH28723	-1	-3	1	3	156	389	486	412	578	204
B45R15C07	45-7-15	Hs~MGC:BC033034.2~uORF:IOH28643	428	466	2324	416	568	468	869	7	801	312
B45R15C08	45-8-15	Hs~MGC:BC033034.2~uORF:IOH28643	483	532	2407	473	616	425	797	417	687	263
B45R15C09	45-9-15	Hs~MGC:BC057770.1~uORF:IOH29234	269	10	224	183	318	345	191	243	379	344
B45R15C10	45-10-15	Hs~MGC:BC057770.1~uORF:IOH29234	159	48	224	193	288	279	199	247	389	225
B45R15C11	45-11-15	Hs~MGC:BC011776.1~uORF:IOH13876	438	504	349	371	220	1115	1129	316	475	364
B45R15C12	45-12-15	Hs~MGC:BC011776.1~uORF:IOH13876	345	368	351	362	233	1075	1090	325	433	338
B45R15C13	45-13-15	Hs~IVGN:PM_2135~Ext:VIMENTIN~N/A	395	667	327	1056	545	1057	1140	502	1408	371
B45R15C14	45-14-15	Hs~IVGN:PM_2135~Ext:VIMENTIN~N/A	390	665	317	1156	426	1008	1590	494	1361	435
B45R15C15	45-15-15	Hs~Ref:NM_001259.5~CAT:PV4401	404	35	146	159	20	981	1194	219	514	285
B45R15C16	45-16-15	Hs~Ref:NM_001259.5~CAT:PV4401	386	35	144	322	1144	1013	1363	234	515	282
B45R15C17	45-17-15	Hs~Ref:NM_001025105.1~CAT:PV3850	5045	1202	1043	1539	902	6203	12481	7577	2742	1756
B45R15C18	45-18-15	Hs~Ref:NM_001025105.1~CAT:PV3850	5290	1296	1014	1510	902	6388	14091	7621	2501	1866
B45R15C19	45-19-15	Hs~Ref:NM_003318.3~CAT:PV3792	534	649	1115	626	1523	1865	1183	794	1681	295
B45R15C20	45-20-15	Hs~Ref:NM_003318.3~CAT:PV3792	563	684	1104	552	1017	1845	1235	808	1684	272
B45R15C21	45-21-15	Hs~Ref:NM_001031812.2~CAT:PV3838	846	889	690	784	1894	3009	2200	2322	1257	380
B45R15C22	45-22-15	Hs~Ref:NM_001031812.2~CAT:PV3838	907	919	714	778	1962	3110	2303	2354	1253	362
B45R16C01	45-1-16	Hs~Ref:NM_005157.2~CAT:P3049	1281	875	2452	1833	670	1357	3738	2365	2731	1003
B45R16C02	45-2-16	Hs~Ref:NM_005157.2~CAT:P3049	1452	882	2662	1801	701	1404	3811	2285	2741	872
B45R16C03	45-3-16	Hs~Ref:NM_000926.2~CAT:P2899	48	180	117	279	96	260	368	181	728	262
B45R16C04	45-4-16	Hs~Ref:NM_000926.2~CAT:P2899	45	-10	126	235	103	272	358	3	231	246
B45R16C05	45-5-16	Hs~N/A:NM_005228.3~CAT:PV4803	1153	555	1431	444	935	927	1645	1143	3881	393
B45R16C06	45-6-16	Hs~N/A:NM_005228.3~CAT:PV4803	981	587	1414	465	855	919	1651	1150	3767	364
B45R16C07	45-7-16	Hs~MGC:BC048970.1~uORF:IOH26893	2831	1788	2379	1420	2764	2516	14176	1501	3384	861
B45R16C08	45-8-16	Hs~MGC:BC048970.1~uORF:IOH26893	2773	1795	2333	1452	2860	2442	13603	1358	3329	829
B45R16C09	45-9-16	Hs~MGC:BC036908.1~uORF:IOH28734	1134	874	919	1205	656	1302	1987	798	1815	813
B45R16C10	45-10-16	Hs~MGC:BC036908.1~uORF:IOH28734	999	860	916	1190	623	1276	2116	834	1712	902
B45R16C11	45-11-16	Hs~MGC:BC038241.1~uORF:IOH28735	790	659	737	730	745	1826	1548	759	1374	438
B45R16C12	45-12-16	Hs~MGC:BC038241.1~uORF:IOH28735	791	646	766	730	782	1780	1400	756	1467	401
B45R16C13	45-13-16	Hs~MGC:BC050538.1~uORF:IOH26922	988	768	848	655	943	1226	1447	716	1468	514
B45R16C14	45-14-16	Hs~MGC:BC050538.1~uORF:IOH26922	876	740	867	630	873	1168	1380	700	1464	486
B45R16C15	45-15-16	Hs~Ref:NM_003277.1~uORF:IOH3589	91	80	199	202	128	344	470	192	329	226
B45R16C16	45-16-16	Hs~Ref:NM_003277.1~uORF:IOH3589	43	2	153	343	247	321	436	184	339	55
B45R16C17	45-17-16	Hs~Ref:NM_001004.2~uORF:IOH6844	26	24	196	765	111	1579	321	198	80	25
B45R16C18	45-18-16	Hs~Ref:NM_001004.2~uORF:IOH6844	24	40	105	269	22	44	25	185	76	26
B45R16C19	45-19-16	Hs~MGC:BC057772.1~uORF:IOH29154	567	610	559	741	576	746	882	405	951	401
B45R16C20	45-20-16	Hs~MGC:BC057772.1~uORF:IOH29154	575	619	616	638	581	847	880	403	1020	243
B45R16C21	45-21-16	Hs~MGC:BC035875.2~uORF:IOH28741	815	497	870	636	594	1095	1326	465	1502	469
B45R16C22	45-22-16	Hs~MGC:BC035875.2~uORF:IOH28741	832	492	898	646	543	1157	1301	484	1537	469
B45R17C01	45-1-17	Hs~MGC:BC066256.1~uORF:IOH61852	148	103	310	216	224	307	824	365	522	353
B45R17C02	45-2-17	Hs~MGC:BC066256.1~uORF:IOH61852	166	92	258	203	154	338	935	357	510	691
B45R17C03	45-3-17	Hs~MGC:BC053371.1~uORF:IOH62445	307	59	398	323	324	444	1219	599	721	610
B45R17C04	45-4-17	Hs~MGC:BC053371.1~uORF:IOH62445	423	340	375	283	304	446	1030	563	708	258
B45R17C05	45-5-17	Hs~MGC:BC068518.1~uORF:IOH61668	244	223	634	320	1525	346	2228	749	704	287
B45R17C06	45-6-17	Hs~MGC:BC068518.1~uORF:IOH61668	118	250	633	412	59	412	2280	719	473	96
B45R17C07	45-7-17	Hs~Ref:NM_001040633.1~uORF:IOH61663	577	147	378	250	372	697	741	427	813	276
B45R17C08	45-8-17	Hs~Ref:NM_001040633.1~uORF:IOH61663	573	490	396	248	388	707	765	415	805	330
B45R17C09	45-9-17	Hs~Ref:NM_016050.1~uORF:IOH4903	1207	1518	999	978	1000	1613	1985	870	1761	458
B45R17C10	45-10-17	Hs~Ref:NM_016050.1~uORF:IOH4903	1168	1611	995	921	1062	1721	2071	906	1742	458
B45R17C11	45-11-17	Hs~MGC:BC029388.1~uORF:IOH23167	351	1002	236	598	3044	710	798	331	1408	595
B45R17C12	45-12-17	Hs~MGC:BC029388.1~uORF:IOH23167	324	1071	245	607	3335	715	788	334	1465	553
B45R17C13	45-13-17	Hs~Ref:NM_000345.2~uORF:IOH14008	643	207	173	209	594	585	172	3912	919	217
B45R17C14	45-14-17	Hs~Ref:NM_000345.2~uORF:IOH14008	736	226	182	234	645	590	228	3955	981	259
B45R17C15	45-15-17	Hs~Ref:NM_013242.1~uORF:IOH5166	3298	1613	1570	1437	1245	7963	10507	1871	2899	2111
B45R17C16	45-16-17	Hs~Ref:NM_013242.1~uORF:IOH5166	3573	1717	1629	1470	1195	8103	10167	1876	2942	2081
B45R17C17	45-17-17	Hs~Ref:NM_014667.1~uORF:IOH29305	3480	1132	20315	928	1102	1735	1193	1311	2411	1319
B45R17C18	45-18-17	Hs~Ref:NM_014667.1~uORF:IOH29305	3572	1120	20932	952	1181	1788	1326	1346	2500	1392
B45R17C19	45-19-17	Hs~MGC:BC040173.1~uORF:IOH27622	485	1020	759	376	587	3905	709	424	1078	265
B45R17C20	45-20-17	Hs~MGC:BC040173.1~uORF:IOH27622	470	1023	790	455	527	3968	647	394	1049	142
B45R17C21	45-21-17	Hs~MGC:BC047765.1~uORF:IOH26665	427	406	463	387	554	700	872	334	676	195
B45R17C22	45-22-17	Hs~MGC:BC047765.1~uORF:IOH26665	540	449	526	352	351	678	825	365	659	107
B45R18C01	45-1-18	Hs~MGC:BC021987.2~uORF:IOH27886	392	119	443	282	148	549	715	349	1031	309
B45R18C02	45-2-18	Hs~MGC:BC021987.2~uORF:IOH27886	352	30	388	292	168	642	755	346	967	659
B45R18C03	45-3-18	Hs~Ref:NM_030810.1~uORF:IOH4474	470	294	608	245	350	500	1332	886	1496	398
B45R18C04	45-4-18	Hs~Ref:NM_030810.1~uORF:IOH4474	483	288	584	253	331	495	1202	904	905	282
B45R18C05	45-5-18	Hs~Ref:NM_016286.1~uORF:IOH4017	452	599	900	313	477	554	2669	1241	992	194
B45R18C06	45-6-18	Hs~Ref:NM_016286.1~uORF:IOH4017	427	629	903	301	416	564	2593	1185	960	243
B45R18C07	45-7-18	Hs~Ref:NM_007108.1~uORF:IOH14150	1354	2099	1589	915	532	1035	4587	1759	1370	327
B45R18C08	45-8-18	Hs~Ref:NM_007108.1~uORF:IOH14150	1483	2809	1573	936	483	991	4480	1752	1343	189
B45R18C09	45-9-18	Hs~MGC:BC000190.1~uORF:IOH4410	1093	1258	1972	674	707	1653	7495	2529	2084	510
B45R18C10	45-10-18	Hs~MGC:BC000190.1~uORF:IOH4410	1306	1377	1979	652	754	1492	7194	2477	2218	564
B45R18C11	45-11-18	Hs~MGC:BC045640.1~uORF:IOH25879	356	105	229	233	319	377	484	212	836	349
B45R18C12	45-12-18	Hs~MGC:BC045640.1~uORF:IOH25879	136	725	240	222	176	409	465	223	412	214
B45R18C13	45-13-18	Hs~Ref:NM_178493.3~uORF:IOH29141	400	478	416	304	405	1507	605	353	595	118
B45R18C14	45-14-18	Hs~Ref:NM_178493.3~uORF:IOH29141	436	423	438	275	512	1355	627	325	605	302
B45R18C15	45-15-18	Hs~MGC:BC041132.1~uORF:IOH26140	1036	1926	1354	1123	1501	1514	2478	1947	4117	882
B45R18C16	45-16-18	Hs~MGC:BC041132.1~uORF:IOH26140	1092	2095	1376	1165	1547	1699	2280	2051	4056	844
B45R18C17	45-17-18	Hs~MGC:BC039583.2~uORF:IOH28773	1054	458	501	499	346	829	1593	661	891	157
B45R18C18	45-18-18	Hs~MGC:BC039583.2~uORF:IOH28773	1030	372	555	454	409	751	1664	697	948	146
B45R18C19	45-19-18	Hs~Ref:NM_182571.2~uORF:IOH57364	856	858	1244	805	851	1080	1461	880	1929	832
B45R18C20	45-20-18	Hs~Ref:NM_182571.2~uORF:IOH57364	835	877	1277	831	874	1103	1429	896	1891	756
B45R18C21	45-21-18	Hs~Ref:NM_052838.2~uORF:IOH12732	1322	863	2381	1308	1843	1443	1717	1164	2453	330
B45R18C22	45-22-18	Hs~Ref:NM_052838.2~uORF:IOH12732	1343	849	2529	1365	2003	1579	1620	1184	2388	358
B45R19C01	45-1-19	Hs~MGC:BC007014.1~uORF:IOH7141	849	484	749	1058	21308	1599	1657	1997	2377	361
B45R19C02	45-2-19	Hs~MGC:BC007014.1~uORF:IOH7141	882	495	832	1079	22715	1653	1705	1919	2415	248
B45R19C03	45-3-19	Hs~MGC:BC008902.2~uORF:IOH7022	-2	1	-4	1	5708	2	-5	-1	522	723
B45R19C04	45-4-19	Hs~MGC:BC008902.2~uORF:IOH7022	-1	0	1	1	5715	1	-2	-2	599	-2
B45R19C05	45-5-19	Hs~Ref:NM_021123.1~uORF:IOH27363	457	306	745	324	544	791	849	312	874	310
B45R19C06	45-6-19	Hs~Ref:NM_021123.1~uORF:IOH27363	410	320	690	313	559	793	826	311	904	405
B45R19C07	45-7-19	Hs~MGC:BC010124.2~uORF:IOH22972	332	1945	308	225	420	388	516	402	1346	227
B45R19C08	45-8-19	Hs~MGC:BC010124.2~uORF:IOH22972	332	1319	281	222	463	366	472	339	1309	220
B45R19C09	45-9-19	Hs~MGC:BC032101.1~uORF:IOH22993	469	781	472	377	554	641	799	454	1084	445
B45R19C10	45-10-19	Hs~MGC:BC032101.1~uORF:IOH22993	587	872	492	387	577	671	842	503	1049	294
B45R19C11	45-11-19	Hs~MGC:NM_152614.1~uORF:IOH22756	567	249	480	381	456	955	1025	418	1148	470
B45R19C12	45-12-19	Hs~MGC:NM_152614.1~uORF:IOH22756	666	271	492	404	441	909	1104	390	1028	359
B45R19C13	45-13-19	Hs~MGC:BC034222.1~uORF:IOH21594	-1	0	32	2	1019	4	2	2	1	1
B45R19C14	45-14-19	Hs~MGC:BC034222.1~uORF:IOH21594	-2	-3	-1	0	140	4	255	-1	1	0
B45R19C15	45-15-19	Hs~Ref:NM_177924.1~uORF:IOH21469	-1	0	1	182	190	296	245	193	460	353
B45R19C16	45-16-19	Hs~Ref:NM_177924.1~uORF:IOH21469	-2	1	-1	216	177	549	265	233	439	113
B45R19C17	45-17-19	Hs~Ref:NM_016588.2~uORF:IOH5242	793	696	1015	747	684	1026	1102	701	1889	485
B45R19C18	45-18-19	Hs~Ref:NM_016588.2~uORF:IOH5242	824	680	879	702	674	1030	1221	759	1707	354
B45R19C19	45-19-19	Hs~MGC:BC013878.2~uORF:IOH27784	1329	532	1346	1106	2333	884	4840	1474	2486	296
B45R19C20	45-20-19	Hs~MGC:BC013878.2~uORF:IOH27784	1371	519	1332	1093	2499	829	5229	1456	2722	182
B45R19C21	45-21-19	Hs~MGC:BC053509.1~uORF:IOH29394	1156	577	868	997	1039	1037	1442	874	42	5
B45R19C22	45-22-19	Hs~MGC:BC053509.1~uORF:IOH29394	1203	618	873	1020	1099	986	1517	778	1548	739
B45R20C01	45-1-20	Hs~MGC:BC000878.1~uORF:IOH3267	224	352	236	423	381	399	339	2526	713	299
B45R20C02	45-2-20	Hs~MGC:BC000878.1~uORF:IOH3267	231	264	249	473	397	420	335	2673	1480	249
B45R20C03	45-3-20	Hs~Ref:NM_000262.1~uORF:IOH4589	608	610	512	579	503	733	764	560	704	1147
B45R20C04	45-4-20	Hs~Ref:NM_000262.1~uORF:IOH4589	538	689	577	508	469	736	835	554	1851	1016
B45R20C05	45-5-20	Hs~Ref:NM_024314.1~uORF:IOH5409	460	486	439	456	448	812	694	496	1825	1400
B45R20C06	45-6-20	Hs~Ref:NM_024314.1~uORF:IOH5409	386	478	414	414	510	750	724	501	1606	1368
B45R20C07	45-7-20	Hs~Ref:NM_145050.1~uORF:IOH12883	451	-3	360	363	837	0	-1	-4	-2	-3
B45R20C08	45-8-20	Hs~Ref:NM_145050.1~uORF:IOH12883	473	911	362	347	767	-1	-3	7	350	-3
B45R20C09	45-9-20	Hs~MGC:NM_032550.1~uORF:IOH10814	742	352	709	281	891	1376	1200	4252	1335	355
B45R20C10	45-10-20	Hs~MGC:NM_032550.1~uORF:IOH10814	771	333	688	282	1045	1466	1240	4165	1342	298
B45R20C11	45-11-20	Hs~MGC:BC016755.1~uORF:IOH12873	229	0	403	455	421	660	714	548	780	383
B45R20C12	45-12-20	Hs~MGC:BC016755.1~uORF:IOH12873	707	325	403	441	513	720	692	569	860	245
B45R20C13	45-13-20	Hs~Ref:NM_003115.2~uORF:IOH13054	467	1075	555	519	776	907	1178	705	802	388
B45R20C14	45-14-20	Hs~Ref:NM_003115.2~uORF:IOH13054	581	1062	567	539	631	890	1183	708	798	382
B45R20C15	45-15-20	Hs~MGC:BC017387.1~uORF:IOH13923	587	254	374	288	587	459	465	280	727	402
B45R20C16	45-16-20	Hs~MGC:BC017387.1~uORF:IOH13923	444	371	375	314	453	473	471	305	713	185
B45R20C17	45-17-20	Hs~Ref:NM_057161.2~uORF:IOH2157	237	295	256	277	267	478	313	255	495	111
B45R20C18	45-18-20	Hs~Ref:NM_057161.2~uORF:IOH2157	288	308	278	249	268	391	359	269	522	97
B45R20C19	45-19-20	Hs~MGC:BC010954.1~uORF:IOH13677	240	300	388	349	355	1138	606	373	507	245
B45R20C20	45-20-20	Hs~MGC:BC010954.1~uORF:IOH13677	404	297	376	325	315	1044	482	366	660	211
B45R20C21	45-21-20	Hs~Ref:NM_145304.1~uORF:IOH12701	393	352	389	411	446	1077	386	322	780	137
B45R20C22	45-22-20	Hs~Ref:NM_145304.1~uORF:IOH12701	470	363	352	554	432	1009	395	305	735	202
B45R21C01	45-1-21	Hs~MGC:BC060845.1~uORF:IOH29194	1270	719	1000	528	414	893	2757	493	1215	543
B45R21C02	45-2-21	Hs~MGC:BC060845.1~uORF:IOH29194	1341	644	1020	520	413	933	2668	556	1232	595
B45R21C03	45-3-21	Hs~MGC:BC059387.1~uORF:IOH29181	274	96	286	234	341	380	457	283	603	175
B45R21C04	45-4-21	Hs~MGC:BC059387.1~uORF:IOH29181	324	83	293	215	349	379	431	256	698	308
B45R21C05	45-5-21	Hs~MGC:BC009371.1~uORF:IOH13210	777	261	337	263	374	425	476	325	1788	360
B45R21C06	45-6-21	Hs~MGC:BC009371.1~uORF:IOH13210	799	249	334	282	273	410	964	344	1644	206
B45R21C07	45-7-21	Hs~Ref:NM_002233.1~uORF:IOH29649	482	138	451	436	213	605	1636	406	1866	249
B45R21C08	45-8-21	Hs~Ref:NM_002233.1~uORF:IOH29649	566	162	432	419	258	641	673	387	1766	212
B45R21C09	45-9-21	Hs~Ref:CAD91166~CAT_10314-H08H-25	1760	0	-1	-3	-5	3	-4	-4	-1	-4
B45R21C10	45-10-21	Hs~Ref:CAD91166~CAT_10314-H08H-25	-4	-1	69	-2	178	2	-4	0	523	201
B45R21C11	45-11-21	Internal_1007209	458	21	202	5	1363	10	4	8	10	13
B45R21C12	45-12-21	Internal_1007209	1447	24	283	16	0	11	14	19	841	12
B45R21C13	45-13-21	Hs~Ref:NP_001138.1~CAT_10691-H08H-25	7	0	70	3	482	285	0	5	219	-4
B45R21C14	45-14-21	Hs~Ref:NP_001138.1~CAT_10691-H08H-25	-4	-1	-1	3	2717	189	147	6	0	1
B45R21C15	45-15-21	Internal_1007209	7	5	47	27	-1	13	12	3	3	2
B45R21C16	45-16-21	Internal_1007209	4	5	8	11	265	5	333	4	5	-3
B45R21C17	45-17-21	Hs~Ref:NP_001019799.1~CAT_10011-H02H-25	5609	4756	3026	4699	0	20294	14254	19021	-4	-4
B45R21C18	45-18-21	Hs~Ref:NP_001019799.1~CAT_10011-H02H-25	5663	3183	3059	5959	2626	22919	23215	20329	-2	49
B45R21C19	45-19-21	Internal_1007209	6	-3	31	56	206	421	963	55	5	8
B45R21C20	45-20-21	Internal_1007209	6	5	14	7	156	573	711	14	4	95
B45R21C21	45-21-21	Hs~IVGN:anti-hu-IgE~CAT_AHI0501~N/A	197	131	158	132	175	319	265	189	444	163
B45R21C22	45-22-21	Hs~IVGN:anti-hu-IgE~CAT_AHI0501~N/A	258	161	145	184	361	336	187	121	272	159
B45R22C01	45-1-22	ERa~N/A	1804	1783	1783	1885	1673	1289	2360	1615	3173	1582
B45R22C02	45-2-22	ERa~N/A	1759	1932	1721	2030	1789	1566	2621	1606	3000	1628
B45R22C03	45-3-22	PKCeta~N/A	485	867	412	584	523	1890	421	370	850	391
B45R22C04	45-4-22	PKCeta~N/A	532	1021	438	588	495	1831	492	361	973	415
B45R22C05	45-5-22	Calmodulin~N/A	364	293	235	1617	192	220	297	162	165	75
B45R22C06	45-6-22	Calmodulin~N/A	409	277	217	1497	142	293	449	136	371	898
B45R22C07	45-7-22	V5control5~N/A	2549	1924	1704	3847	1215	290	557	449	1434	1061
B45R22C08	45-8-22	V5control5~N/A	2546	1996	1721	5855	1263	286	588	383	1349	892
B45R22C09	45-9-22	V5control4~N/A	183	17	117	123	627	12	12	-2	275	259
B45R22C10	45-10-22	V5control4~N/A	114	1	231	131	97	8	14	1	-1	3
B45R22C11	45-11-22	V5control3~N/A	66	15	224	82	1916	94	99	63	6	246
B45R22C12	45-12-22	V5control3~N/A	676	34	184	50	42	209	186	80	103	89
B45R22C13	45-13-22	V5control2~N/A	74	29	132	72	24	10	275	53	257	16
B45R22C14	45-14-22	V5control2~N/A	34	28	78	79	246	9	93	53	0	23
B45R22C15	45-15-22	V5control1~N/A	39	37	86	103	21	715	31	41	23	10
B45R22C16	45-16-22	V5control1~N/A	29	35	26	108	92	16	41	17	25	-2
B45R22C17	45-17-22	CMK2A~N/A	158	662	5050	323	331	810	706	2188	674	293
B45R22C18	45-18-22	CMK2A~N/A	345	719	4985	376	296	773	883	2199	643	242
B45R22C19	45-19-22	ERa~N/A	1536	1552	1675	2085	1825	1464	3076	1554	2722	1815
B45R22C20	45-20-22	ERa~N/A	1792	1711	1767	1949	1765	1476	2120	1385	2818	1883
B45R22C21	45-21-22	AlexaAntiMouseAb~N/A	16593	14391	14206	17125	22333	9424	6715	4233	9638	10436
B45R22C22	45-22-22	AlexaAntiMouseAb~N/A	16124	15165	14261	16956	22884	8108	6741	3682	9839	10509
B46R01C01	46-1-1	AlexaAntiMouseAb~N/A	34883	33821	28575	45549	27189	44757	33399	26384	36229	38192
B46R01C02	46-2-1	AlexaAntiMouseAb~N/A	35265	33847	30256	39676	28985	49864	40230	26145	36385	36264
B46R01C03	46-3-1	ERa~N/A	1038	1155	1219	2007	1748	741	1810	898	2806	1905
B46R01C04	46-4-1	ERa~N/A	1209	1087	1174	2022	1634	754	1830	1235	2908	1949
B46R01C05	46-5-1	HumanIgG1~N/A	855	881	783	836	945	1052	761	593	1011	1179
B46R01C06	46-6-1	HumanIgG1~N/A	781	816	747	842	1416	1076	803	571	967	1199
B46R01C07	46-7-1	HumanIgG2~N/A	1993	2685	2324	2666	2405	2823	2580	1759	3358	3754
B46R01C08	46-8-1	HumanIgG2~N/A	2022	2895	2322	2625	2379	2899	2345	1710	3428	3831
B46R01C09	46-9-1	HumanIgG3~N/A	13336	15111	13041	14038	13653	22352	14626	11601	15821	16189
B46R01C10	46-10-1	HumanIgG3~N/A	13117	13805	12233	13652	13339	19015	15113	12041	15023	16506
B46R01C11	46-11-1	HumanIgG4~N/A	35394	40239	31443	38360	27185	59720	47085	36566	46897	50949
B46R01C12	46-12-1	HumanIgG4~N/A	29087	31940	28795	44856	26699	62939	45244	39803	47391	48606
B46R01C13	46-13-1	BiotinAb~N/A	2457	2452	1910	692	2267	474	369	290	629	347
B46R01C14	46-14-1	BiotinAb~N/A	2595	2181	2223	726	2324	423	394	233	371	286
B46R01C15	46-15-1	RanBP2deltaFG~N/A	4269	4405	3797	2738	4186	641	1753	213	860	518
B46R01C16	46-16-1	RanBP2deltaFG~N/A	4192	4109	3573	2613	3806	627	1672	191	883	504
B46R01C17	46-17-1	hMDM2~N/A	2197	1793	1927	2305	1694	673	5258	328	3234	701
B46R01C18	46-18-1	hMDM2~N/A	2482	1757	2118	1848	1514	649	4926	346	3133	713
B46R01C19	46-19-1	PKCeta~N/A	5832	7137	5802	3602	5837	1506	381	295	994	674
B46R01C20	46-20-1	PKCeta~N/A	8267	7077	6193	3464	7955	1174	389	311	973	753
B46R01C21	46-21-1	AlexaAntiMouseAb~N/A	33225	30518	26209	40205	30892	56138	50795	31986	33069	31859
B46R01C22	46-22-1	AlexaAntiMouseAb~N/A	31014	33174	26450	42401	29182	52287	39362	31522	34486	33199
B46R02C01	46-1-2	PKCeta~N/A	4718	4275	3690	1110	5760	2351	739	493	1451	1134
B46R02C02	46-2-2	PKCeta~N/A	5037	4329	3568	1105	5624	2315	639	475	1393	1164
B46R02C03	46-3-2	Buffer	3021	2902	2585	725	3075	61	38	22	809	664
B46R02C04	46-4-2	Buffer	2989	3040	2691	682	2840	54	44	22	698	638
B46R02C05	46-5-2	HumanIgA~N/A	18420	17193	16620	26102	14341	32802	30579	26489	30140	28193
B46R02C06	46-6-2	HumanIgA~N/A	17082	18122	15951	25130	15506	35059	28175	22065	29558	25827
B46R02C07	46-7-2	Buffer	316	315	343	98	308	4	68	-7	493	175
B46R02C08	46-8-2	Buffer	287	381	340	85	375	12	26	0	276	67
B46R02C09	46-9-2	BSA~N/A	771	464	524	212	1128	195	246	126	89	13162
B46R02C10	46-10-2	BSA~N/A	795	674	445	221	1088	130	239	160	20	12638
B46R02C11	46-11-2	Hs~MGC:BC000440.1~uORF:IOH3468	1314	1270	2237	1025	1277	3372	2408	1433	3469	596
B46R02C12	46-12-2	Hs~MGC:BC000440.1~uORF:IOH3468	1289	1558	2370	1047	1207	3187	2341	1400	3497	474
B46R02C13	46-13-2	Hs~Ref:NM_006325.2~uORF:IOH10063	1759	1944	2543	1072	1083	1134	1674	889	2637	1036
B46R02C14	46-14-2	Hs~Ref:NM_006325.2~uORF:IOH10063	1732	1234	2261	1132	1051	1097	1842	969	2638	943
B46R02C15	46-15-2	Hs~MGC:BC057760.1~uORF:IOH29220	3324	2001	14407	2358	2524	2653	9299	2110	4900	1056
B46R02C16	46-16-2	Hs~MGC:BC057760.1~uORF:IOH29220	3623	2140	14954	2264	2455	2542	9375	2048	4914	1083
B46R02C17	46-17-2	Hs~Ref:NM_023942.1~uORF:IOH4176	2107	1047	61493	1041	1188	2424	1824	1050	2430	394
B46R02C18	46-18-2	Hs~Ref:NM_023942.1~uORF:IOH4176	2070	1038	55921	993	1159	2426	1804	975	2401	431
B46R02C19	46-19-2	Hs~MGC:BC020637.1~uORF:IOH12160	581	291	339	364	453	1051	2059	341	1006	2209
B46R02C20	46-20-2	Hs~MGC:BC020637.1~uORF:IOH12160	585	256	312	344	452	993	2004	361	1047	2068
B46R02C21	46-21-2	Hs~MGC:BC020838.1~uORF:IOH13454	720	502	582	344	488	754	2530	444	815	349
B46R02C22	46-22-2	Hs~MGC:BC020838.1~uORF:IOH13454	699	480	511	315	502	716	2422	436	816	279
B46R03C01	46-1-3	Hs~Ref:NM_001306.2~uORF:IOH13619	686	644	988	362	672	982	901	1031	840	342
B46R03C02	46-2-3	Hs~Ref:NM_001306.2~uORF:IOH13619	734	637	1075	382	631	857	902	1081	835	339
B46R03C03	46-3-3	Hs~MGC:BC029224.1~uORF:IOH22788	1059	908	1874	400	670	599	760	479	1458	330
B46R03C04	46-4-3	Hs~MGC:BC029224.1~uORF:IOH22788	1146	923	1806	354	664	588	785	449	1473	323
B46R03C05	46-5-3	Hs~Ref:NM_181618.1~uORF:IOH40951	603	597	575	343	570	591	419	601	895	519
B46R03C06	46-6-3	Hs~Ref:NM_181618.1~uORF:IOH40951	601	608	609	388	1473	580	438	1392	898	186
B46R03C07	46-7-3	Hs~Ref:NM_022568.2~uORF:IOH41048	425	2016	5386	649	1819	844	1112	3079	1142	248
B46R03C08	46-8-3	Hs~Ref:NM_022568.2~uORF:IOH41048	652	2070	5470	634	848	835	1083	2075	1084	186
B46R03C09	46-9-3	Hs~Ref:NM_024966.2~uORF:IOH35829	517	344	9011	199	548	281	281	302	408	92
B46R03C10	46-10-3	Hs~Ref:NM_024966.2~uORF:IOH35829	406	702	7784	293	503	271	302	282	454	87
B46R03C11	46-11-3	Hs~Ref:NM_020465.2~uORF:IOH40985	866	674	44049	3011	734	1063	1313	421	2122	4368
B46R03C12	46-12-3	Hs~Ref:NM_020465.2~uORF:IOH40985	918	677	38454	3145	732	1034	1281	396	2047	4152
B46R03C13	46-13-3	Hs~Ref:NM_002477.1~uORF:IOH44370	9768	419	670	857	1246	1501	996	614	1212	132
B46R03C14	46-14-3	Hs~Ref:NM_002477.1~uORF:IOH44370	9843	368	679	821	1238	1489	972	525	1132	238
B46R03C15	46-15-3	Hs~Ref:NM_001002232.1~uORF:IOH45883	1139	2132	2372	457	833	408	944	425	880	318
B46R03C16	46-16-3	Hs~Ref:NM_001002232.1~uORF:IOH45883	1120	2337	2840	503	791	722	862	335	407	144
B46R03C17	46-17-3	Hs~Ref:NM_004113.3~uORF:IOH34727	3182	2667	6164	1600	1168	1552	10881	1044	2222	1471
B46R03C18	46-18-3	Hs~Ref:NM_004113.3~uORF:IOH34727	3392	2756	6286	1521	1169	1545	10351	1032	2204	1498
B46R03C19	46-19-3	Hs~Ref:XM_378988.2~uORF:IOH41598	910	617	943	539	512	709	1807	539	1096	327
B46R03C20	46-20-3	Hs~Ref:XM_378988.2~uORF:IOH41598	866	597	981	561	516	713	1849	502	1086	452
