id	position	name	F635 Median	B635 Median	Intensity
B36R21C05	36-5-21	Hs~Ref:ENST00000412703~uORF:IOH50097	527	45	482
B36R21C06	36-6-21	Hs~Ref:ENST00000412703~uORF:IOH50097	467	45	422
B36R21C07	36-7-21	Hs~Ref:NM_001004722.1~uORF:IOH50143	1086	44	1042
B36R21C08	36-8-21	Hs~Ref:NM_001004722.1~uORF:IOH50143	1106	43	1063
B36R21C09	36-9-21	Hs~Ref:NP_079045.1~CAT_10794-H08H-25	39	40	-1
B36R21C10	36-10-21	Hs~Ref:NP_079045.1~CAT_10794-H08H-25	39	42	-3
B36R21C11	36-11-21	Internal_1007209	322	67	255
B36R21C12	36-12-21	Internal_1007209	308	50	258
B36R21C13	36-13-21	Hs~Ref:NP_005935.4~CAT_10886-H08H-25	47	43	4
B36R21C14	36-14-21	Hs~Ref:NP_005935.4~CAT_10886-H08H-25	43	43	0
B36R21C15	36-15-21	Internal_1007209	109	46	63
B36R21C16	36-16-21	Internal_1007209	1665	56	1609
B36R21C17	36-17-21	Hs~Ref:NP_003318.1~CAT_10481-H08H-25	114	79	35
B36R21C18	36-18-21	Hs~Ref:NP_003318.1~CAT_10481-H08H-25	52	52	0
B36R21C19	36-19-21	Internal_1007209	46	52	-6
B36R21C20	36-20-21	Internal_1007209	52	45	7
B36R21C21	36-21-21	Internal_1007209	45	44	1
B36R21C22	36-22-21	Internal_1007209	43	43	0
B36R22C01	36-1-22	ERa~N/A	2569	40	2529
B36R22C02	36-2-22	ERa~N/A	2735	42	2693
B36R22C03	36-3-22	PKCeta~N/A	209	42	167
B36R22C04	36-4-22	PKCeta~N/A	309	50	259
B36R22C05	36-5-22	Calmodulin~N/A	76	48	28
B36R22C06	36-6-22	Calmodulin~N/A	56	41	15
B36R22C07	36-7-22	V5control5~N/A	450	64	386
B36R22C08	36-8-22	V5control5~N/A	402	99	303
B36R22C09	36-9-22	V5control4~N/A	89	43	46
B36R22C10	36-10-22	V5control4~N/A	111	90	21
B36R22C11	36-11-22	V5control3~N/A	66	43	23
B36R22C12	36-12-22	V5control3~N/A	69	42	27
B36R22C13	36-13-22	V5control2~N/A	59	41	18
B36R22C14	36-14-22	V5control2~N/A	45	43	2
B36R22C15	36-15-22	V5control1~N/A	49	46	3
B36R22C16	36-16-22	V5control1~N/A	1638	73	1565
B36R22C17	36-17-22	CMK2A~N/A	1936	66	1870
B36R22C18	36-18-22	CMK2A~N/A	715	51	664
B36R22C19	36-19-22	ERa~N/A	1981	46	1935
B36R22C20	36-20-22	ERa~N/A	2239	46	2193
B36R22C21	36-21-22	AlexaAntiMouseAb~N/A	8175	45	8130
B36R22C22	36-22-22	AlexaAntiMouseAb~N/A	8496	50	8446
B37R01C01	37-1-1	AlexaAntiMouseAb~N/A	27996	43	27953
B37R01C02	37-2-1	AlexaAntiMouseAb~N/A	26386	46	26340
B37R01C03	37-3-1	ERa~N/A	1725	41	1684
B37R01C04	37-4-1	ERa~N/A	1525	41	1484
B37R01C05	37-5-1	HumanIgG1~N/A	999	41	958
B37R01C06	37-6-1	HumanIgG1~N/A	1019	41	978
B37R01C07	37-7-1	HumanIgG2~N/A	2524	39	2485
B37R01C08	37-8-1	HumanIgG2~N/A	2384	39	2345
B37R01C09	37-9-1	HumanIgG3~N/A	13649	39	13610
B37R01C10	37-10-1	HumanIgG3~N/A	13929	39	13890
B37R01C11	37-11-1	HumanIgG4~N/A	35309	42	35267
B37R01C12	37-12-1	HumanIgG4~N/A	34919	39	34880
B37R01C13	37-13-1	BiotinAb~N/A	418	35	383
B37R01C14	37-14-1	BiotinAb~N/A	375	35	340
B37R01C15	37-15-1	RanBP2deltaFG~N/A	361	36	325
B37R01C16	37-16-1	RanBP2deltaFG~N/A	382	36	346
B37R01C17	37-17-1	hMDM2~N/A	959	36	923
B37R01C18	37-18-1	hMDM2~N/A	977	36	941
B37R01C19	37-19-1	PKCeta~N/A	943	36	907
B37R01C20	37-20-1	PKCeta~N/A	1019	41	978
B37R01C21	37-21-1	AlexaAntiMouseAb~N/A	31225	51	31174
B37R01C22	37-22-1	AlexaAntiMouseAb~N/A	41834	51	41783
B37R02C01	37-1-2	PKCeta~N/A	1488	50	1438
B37R02C02	37-2-2	PKCeta~N/A	1705	61	1644
B37R02C03	37-3-2	Buffer	694	64	630
B37R02C04	37-4-2	Buffer	770	50	720
B37R02C05	37-5-2	HumanIgA~N/A	18690	46	18644
B37R02C06	37-6-2	HumanIgA~N/A	20351	44	20307
B37R02C07	37-7-2	Buffer	311	167	144
B37R02C08	37-8-2	Buffer	254	40	214
B37R02C09	37-9-2	BSA~N/A	10723	40	10683
B37R02C10	37-10-2	BSA~N/A	11228	44	11184
B37R02C11	37-11-2	Hs~Ref:NM_012094.3~uORF:IOH42322	477	144	333
B37R02C12	37-12-2	Hs~Ref:NM_012094.3~uORF:IOH42322	438	49	389
B37R02C13	37-13-2	Hs~Ref:NM_080414.1~uORF:IOH42243	544	37	507
B37R02C14	37-14-2	Hs~Ref:NM_080414.1~uORF:IOH42243	507	39	468
B37R02C15	37-15-2	Hs~Ref:NM_002484.1~uORF:IOH41188	283	121	162
B37R02C16	37-16-2	Hs~Ref:NM_002484.1~uORF:IOH41188	198	44	154
B37R02C17	37-17-2	Hs~Ref:NM_032237.2~uORF:IOH42245	462	42	420
B37R02C18	37-18-2	Hs~Ref:NM_032237.2~uORF:IOH42245	440	41	399
B37R02C19	37-19-2	Hs~Ref:XM_373573.2~uORF:IOH44770	321	39	282
B37R02C20	37-20-2	Hs~Ref:XM_373573.2~uORF:IOH44770	185	44	141
B37R02C21	37-21-2	Hs~Ref:NM_001018116.1~uORF:IOH42980	904	57	847
B37R02C22	37-22-2	Hs~Ref:NM_001018116.1~uORF:IOH42980	826	53	773
B37R03C01	37-1-3	Hs~Ref:XM_378462.2~uORF:IOH41559	4950	52	4898
B37R03C02	37-2-3	Hs~Ref:XM_378462.2~uORF:IOH41559	5112	57	5055
B37R03C03	37-3-3	Hs~Ref:NM_033671.1~uORF:IOH43039	8441	71	8370
B37R03C04	37-4-3	Hs~Ref:NM_033671.1~uORF:IOH43039	8250	63	8187
B37R03C05	37-5-3	Hs~MGC:BC018953.1~uORF:IOH13650	621	88	533
B37R03C06	37-6-3	Hs~MGC:BC018953.1~uORF:IOH13650	254	46	208
B37R03C07	37-7-3	Hs~MGC:BC013687.1~uORF:IOH10463	605	273	332
B37R03C08	37-8-3	Hs~MGC:BC013687.1~uORF:IOH10463	648	43	605
B37R03C09	37-9-3	Hs~Ref:NM_004102.2~uORF:IOH7163	282	49	233
B37R03C10	37-10-3	Hs~Ref:NM_004102.2~uORF:IOH7163	273	54	219
B37R03C11	37-11-3	Hs~Ref:NM_015878.2~uORF:IOH12717	1224	57	1167
B37R03C12	37-12-3	Hs~Ref:NM_015878.2~uORF:IOH12717	1131	50	1081
B37R03C13	37-13-3	Hs~MGC:BC007639.1~uORF:IOH6968	439	38	401
B37R03C14	37-14-3	Hs~MGC:BC007639.1~uORF:IOH6968	415	41	374
B37R03C15	37-15-3	Hs~MGC:NM_152773.2~uORF:IOH11669	414	176	238
B37R03C16	37-16-3	Hs~MGC:NM_152773.2~uORF:IOH11669	214	49	165
B37R03C17	37-17-3	Hs~Ref:NM_032308.1~uORF:IOH5031	222	50	172
B37R03C18	37-18-3	Hs~Ref:NM_032308.1~uORF:IOH5031	226	47	179
B37R03C19	37-19-3	Hs~MGC:BC005319.1~uORF:IOH7353	318	43	275
B37R03C20	37-20-3	Hs~MGC:BC005319.1~uORF:IOH7353	899	80	819
B37R03C21	37-21-3	Hs~MGC:BC004967.1~uORF:IOH4830	372	294	78
B37R03C22	37-22-3	Hs~MGC:BC004967.1~uORF:IOH4830	504	88	416
B37R04C01	37-1-4	Hs~MGC:BC007347.2~uORF:IOH5863	1095	40	1055
B37R04C02	37-2-4	Hs~MGC:BC007347.2~uORF:IOH5863	1074	41	1033
B37R04C03	37-3-4	Hs~MGC:BC008344.1~uORF:IOH6969	168	43	125
B37R04C04	37-4-4	Hs~MGC:BC008344.1~uORF:IOH6969	149	47	102
B37R04C05	37-5-4	Hs~Ref:NM_000483.2~uORF:IOH1565	101	50	51
B37R04C06	37-6-4	Hs~Ref:NM_000483.2~uORF:IOH1565	90	49	41
B37R04C07	37-7-4	Hs~MGC:BC020750.1~uORF:IOH14535	196	48	148
B37R04C08	37-8-4	Hs~MGC:BC020750.1~uORF:IOH14535	142	55	87
B37R04C09	37-9-4	Hs~Ref:NM_024736.2~uORF:IOH7017	308	45	263
B37R04C10	37-10-4	Hs~Ref:NM_024736.2~uORF:IOH7017	381	256	125
B37R04C11	37-11-4	Hs~MGC:BC017504.1~uORF:IOH12256	255	66	189
B37R04C12	37-12-4	Hs~MGC:BC017504.1~uORF:IOH12256	454	96	358
B37R04C13	37-13-4	Hs~MGC:BC005270.1~uORF:IOH7330	553	40	513
B37R04C14	37-14-4	Hs~MGC:BC005270.1~uORF:IOH7330	571	38	533
B37R04C15	37-15-4	Hs~MGC:BC004888.2~uORF:IOH5668	466	41	425
B37R04C16	37-16-4	Hs~MGC:BC004888.2~uORF:IOH5668	420	41	379
B37R04C17	37-17-4	Hs~Ref:NM_024322.1~uORF:IOH5713	465	43	422
B37R04C18	37-18-4	Hs~Ref:NM_024322.1~uORF:IOH5713	461	42	419
B37R04C19	37-19-4	Hs~Ref:NM_003801.2~uORF:IOH4597	542	47	495
B37R04C20	37-20-4	Hs~Ref:NM_003801.2~uORF:IOH4597	255	50	205
B37R04C21	37-21-4	Hs~Ref:NM_032704.1~uORF:IOH5513	262	59	203
B37R04C22	37-22-4	Hs~Ref:NM_032704.1~uORF:IOH5513	404	112	292
B37R05C01	37-1-5	Hs~Ref:NM_013246.1~uORF:IOH11263	1458	40	1418
B37R05C02	37-2-5	Hs~Ref:NM_013246.1~uORF:IOH11263	1429	42	1387
B37R05C03	37-3-5	Hs~MGC:BC019337.1~uORF:IOH12297	57947	45	57902
B37R05C04	37-4-5	Hs~MGC:BC019337.1~uORF:IOH12297	58722	45	58677
B37R05C05	37-5-5	Hs~Ref:NM_003986.1~uORF:IOH12345	689	46	643
B37R05C06	37-6-5	Hs~Ref:NM_003986.1~uORF:IOH12345	691	46	645
B37R05C07	37-7-5	Hs~MGC:BC010901.1~uORF:IOH13498	273	48	225
B37R05C08	37-8-5	Hs~MGC:BC010901.1~uORF:IOH13498	257	51	206
B37R05C09	37-9-5	Hs~MGC:BC026362.1~uORF:IOH11217	341	45	296
B37R05C10	37-10-5	Hs~MGC:BC026362.1~uORF:IOH11217	470	44	426
B37R05C11	37-11-5	Hs~Ref:NM_018282.1~uORF:IOH12080	38	36	2
B37R05C12	37-12-5	Hs~Ref:NM_018282.1~uORF:IOH12080	68	42	26
B37R05C13	37-13-5	Hs~MGC:BC050614.1~uORF:IOH27013	201	40	161
B37R05C14	37-14-5	Hs~MGC:BC050614.1~uORF:IOH27013	310	174	136
B37R05C15	37-15-5	Hs~MGC:BC047567.1~uORF:IOH26429	533	41	492
B37R05C16	37-16-5	Hs~MGC:BC047567.1~uORF:IOH26429	553	46	507
B37R05C17	37-17-5	Hs~MGC:BC009308.1~uORF:IOH13455	570	63	507
B37R05C18	37-18-5	Hs~MGC:BC009308.1~uORF:IOH13455	468	48	420
B37R05C19	37-19-5	Hs~Ref:NM_005253.1~uORF:IOH13117	305	52	253
B37R05C20	37-20-5	Hs~Ref:NM_005253.1~uORF:IOH13117	6441	210	6231
B37R05C21	37-21-5	Hs~MGC:BC000526.1~uORF:IOH3637	157	105	52
B37R05C22	37-22-5	Hs~MGC:BC000526.1~uORF:IOH3637	176	113	63
B37R06C01	37-1-6	Hs~Ref:NM_006263.1~uORF:IOH3647	257	46	211
B37R06C02	37-2-6	Hs~Ref:NM_006263.1~uORF:IOH3647	238	48	190
B37R06C03	37-3-6	Hs~Ref:NM_203457.1~uORF:IOH45842	1535	46	1489
B37R06C04	37-4-6	Hs~Ref:NM_203457.1~uORF:IOH45842	1542	44	1498
B37R06C05	37-5-6	Hs~Ref:NM_001006615.1~uORF:IOH45776	142	42	100
B37R06C06	37-6-6	Hs~Ref:NM_001006615.1~uORF:IOH45776	120	41	79
B37R06C07	37-7-6	Hs~Ref:NM_177953.1~uORF:IOH45824	148	41	107
B37R06C08	37-8-6	Hs~Ref:NM_177953.1~uORF:IOH45824	129	44	85
B37R06C09	37-9-6	Hs~Ref:NM_006903.3~uORF:IOH45750	279	85	194
B37R06C10	37-10-6	Hs~Ref:NM_006903.3~uORF:IOH45750	243	48	195
B37R06C11	37-11-6	Hs~Ref:NM_004470.2~uORF:IOH2972	441	41	400
B37R06C12	37-12-6	Hs~Ref:NM_004470.2~uORF:IOH2972	519	51	468
B37R06C13	37-13-6	Hs~MGC:BC004226.1~uORF:IOH22896	502	64	438
B37R06C14	37-14-6	Hs~MGC:BC004226.1~uORF:IOH22896	626	65	561
B37R06C15	37-15-6	Hs~MGC:BC032466.1~uORF:IOH21695	2612	46	2566
B37R06C16	37-16-6	Hs~MGC:BC032466.1~uORF:IOH21695	2931	45	2886
B37R06C17	37-17-6	Hs~MGC:BC031650.1~uORF:IOH22742	38765	53	38712
B37R06C18	37-18-6	Hs~MGC:BC031650.1~uORF:IOH22742	38127	47	38080
B37R06C19	37-19-6	Hs~Ref:NM_001002756.1~uORF:IOH58634	224	51	173
B37R06C20	37-20-6	Hs~Ref:NM_001002756.1~uORF:IOH58634	228	81	147
B37R06C21	37-21-6	Hs~Ref:NM_024667.1~uORF:IOH56912	443	222	221
B37R06C22	37-22-6	Hs~Ref:NM_024667.1~uORF:IOH56912	371	74	297
B37R07C01	37-1-7	Hs~Ref:NM_001008211.1~uORF:IOH57143	282	41	241
B37R07C02	37-2-7	Hs~Ref:NM_001008211.1~uORF:IOH57143	264	47	217
B37R07C03	37-3-7	Hs~Ref:NM_000314.3~uORF:IOH56926	716	46	670
B37R07C04	37-4-7	Hs~Ref:NM_000314.3~uORF:IOH56926	350	45	305
B37R07C05	37-5-7	Hs~Ref:NM_016282.2~uORF:IOH11046	266	45	221
B37R07C06	37-6-7	Hs~Ref:NM_016282.2~uORF:IOH11046	222	45	177
B37R07C07	37-7-7	Hs~Ref:NM_145025.1~uORF:IOH10918	111	42	69
B37R07C08	37-8-7	Hs~Ref:NM_145025.1~uORF:IOH10918	210	55	155
B37R07C09	37-9-7	Hs~MGC:BC020221.1~uORF:IOH13291	346	49	297
B37R07C10	37-10-7	Hs~MGC:BC020221.1~uORF:IOH13291	337	47	290
B37R07C11	37-11-7	Hs~Ref:NM_001625.1~uORF:IOH14360	279	113	166
B37R07C12	37-12-7	Hs~Ref:NM_001625.1~uORF:IOH14360	198	72	126
B37R07C13	37-13-7	Hs~Ref:NM_000723.3~uORF:IOH39502	3237	75	3162
B37R07C14	37-14-7	Hs~Ref:NM_000723.3~uORF:IOH39502	3046	55	2991
B37R07C15	37-15-7	Hs~Ref:NM_001686.3~uORF:IOH11843	627	43	584
B37R07C16	37-16-7	Hs~Ref:NM_001686.3~uORF:IOH11843	589	41	548
B37R07C17	37-17-7	Hs~MGC:BC028301.1~uORF:IOH11759	664	39	625
B37R07C18	37-18-7	Hs~MGC:BC028301.1~uORF:IOH11759	623	41	582
B37R07C19	37-19-7	Hs~MGC:BC025784.2~uORF:IOH11964	377	72	305
B37R07C20	37-20-7	Hs~MGC:BC025784.2~uORF:IOH11964	85	70	15
B37R07C21	37-21-7	Hs~Ref:NM_002756.2~N/A	598	79	519
B37R07C22	37-22-7	Hs~Ref:NM_002756.2~N/A	597	52	545
B37R08C01	37-1-8	Hs~Ref:NM_001204.3~N/A	720	39	681
B37R08C02	37-2-8	Hs~Ref:NM_001204.3~N/A	794	44	750
B37R08C03	37-3-8	Hs~Ref:NM_001982.1~N/A	570	180	390
B37R08C04	37-4-8	Hs~Ref:NM_001982.1~N/A	484	50	434
B37R08C05	37-5-8	Hs~Ref:NM_001259.2~N/A	472	50	422
B37R08C06	37-6-8	Hs~Ref:NM_001259.2~N/A	542	54	488
B37R08C07	37-7-8	Hs~MGC:NM_015381.1~uORF:IOH25888	455	45	410
B37R08C08	37-8-8	Hs~MGC:NM_015381.1~uORF:IOH25888	534	64	470
B37R08C09	37-9-8	Hs~MGC:BC018080.1~uORF:IOH26802	848	96	752
B37R08C10	37-10-8	Hs~MGC:BC018080.1~uORF:IOH26802	790	67	723
B37R08C11	37-11-8	Hs~MGC:BC039172.1~uORF:IOH25808	454	145	309
B37R08C12	37-12-8	Hs~MGC:BC039172.1~uORF:IOH25808	338	115	223
B37R08C13	37-13-8	Hs~MGC:NM_174889.2~uORF:IOH25846	1025	70	955
B37R08C14	37-14-8	Hs~MGC:NM_174889.2~uORF:IOH25846	995	51	944
B37R08C15	37-15-8	Hs~Ref:NM_005024.1~uORF:IOH35680	729	41	688
B37R08C16	37-16-8	Hs~Ref:NM_005024.1~uORF:IOH35680	724	38	686
B37R08C17	37-17-8	Hs~Ref:NM_006217.2~uORF:IOH11838	672	41	631
B37R08C18	37-18-8	Hs~Ref:NM_006217.2~uORF:IOH11838	658	41	617
B37R08C19	37-19-8	Hs~Ref:NM_000987.2~uORF:IOH45675	2996	50	2946
B37R08C20	37-20-8	Hs~Ref:NM_000987.2~uORF:IOH45675	3012	60	2952
B37R08C21	37-21-8	Hs~MGC:NM_172159.2~uORF:IOH25842	16981	56	16925
B37R08C22	37-22-8	Hs~MGC:NM_172159.2~uORF:IOH25842	18669	53	18616
B37R09C01	37-1-9	Hs~Ref:NM_025243.2~uORF:IOH22813	60	40	20
B37R09C02	37-2-9	Hs~Ref:NM_025243.2~uORF:IOH22813	127	38	89
B37R09C03	37-3-9	Hs~Ref:NM_138612.1~uORF:IOH11074	607	191	416
B37R09C04	37-4-9	Hs~Ref:NM_138612.1~uORF:IOH11074	507	58	449
B37R09C05	37-5-9	Hs~Ref:NM_016823.2~uORF:IOH3182	226	46	180
B37R09C06	37-6-9	Hs~Ref:NM_016823.2~uORF:IOH3182	221	50	171
B37R09C07	37-7-9	Hs~MGC:BC000132.2~uORF:IOH2877	372	44	328
B37R09C08	37-8-9	Hs~MGC:BC000132.2~uORF:IOH2877	513	70	443
B37R09C09	37-9-9	Hs~MGC:BC001327.1~uORF:IOH3125	1757	138	1619
B37R09C10	37-10-9	Hs~MGC:BC001327.1~uORF:IOH3125	1628	56	1572
B37R09C11	37-11-9	Hs~Ref:NM_032662.1~uORF:IOH5669	279	52	227
B37R09C12	37-12-9	Hs~Ref:NM_032662.1~uORF:IOH5669	268	77	191
B37R09C13	37-13-9	Hs~MGC:BC003549.1~uORF:IOH4987	2856	68	2788
B37R09C14	37-14-9	Hs~MGC:BC003549.1~uORF:IOH4987	2827	44	2783
B37R09C15	37-15-9	Hs~MGC:BC004985.1~uORF:IOH6071	142	38	104
B37R09C16	37-16-9	Hs~MGC:BC004985.1~uORF:IOH6071	141	38	103
B37R09C17	37-17-9	Hs~Ref:NM_080588.1~uORF:IOH46132	2886	39	2847
B37R09C18	37-18-9	Hs~Ref:NM_080588.1~uORF:IOH46132	2821	40	2781
B37R09C19	37-19-9	Hs~MGC:BC028348.2~uORF:IOH46079	414	48	366
B37R09C20	37-20-9	Hs~MGC:BC028348.2~uORF:IOH46079	572	379	193
B37R09C21	37-21-9	Hs~Ref:NM_004728.2~uORF:IOH46173	6629	56	6573
B37R09C22	37-22-9	Hs~Ref:NM_004728.2~uORF:IOH46173	6404	51	6353
B37R10C01	37-1-10	Hs~Ref:NM_032284.2~uORF:IOH46080	248	40	208
B37R10C02	37-2-10	Hs~Ref:NM_032284.2~uORF:IOH46080	1010	240	770
B37R10C03	37-3-10	Hs~MGC:BC062688.1~uORF:IOH40726	477	45	432
B37R10C04	37-4-10	Hs~MGC:BC062688.1~uORF:IOH40726	459	269	190
B37R10C05	37-5-10	Hs~Ref:NM_053067.1~uORF:IOH40632	89	50	39
B37R10C06	37-6-10	Hs~Ref:NM_053067.1~uORF:IOH40632	113	62	51
B37R10C07	37-7-10	Hs~Ref:NM_033293.1~uORF:IOH40681	199	46	153
B37R10C08	37-8-10	Hs~Ref:NM_033293.1~uORF:IOH40681	422	49	373
B37R10C09	37-9-10	Hs~Ref:NM_001322.2~uORF:IOH40727	634	43	591
B37R10C10	37-10-10	Hs~Ref:NM_001322.2~uORF:IOH40727	630	42	588
B37R10C11	37-11-10	GST1	45	41	4
B37R10C12	37-12-10	GST1	47	42	5
B37R10C13	37-13-10	GST2	46	40	6
B37R10C14	37-14-10	GST2	45	39	6
B37R10C15	37-15-10	GST3	48	39	9
B37R10C16	37-16-10	GST3	46	38	8
B37R10C17	37-17-10	GST4	57	35	22
B37R10C18	37-18-10	GST4	64	36	28
B37R10C19	37-19-10	Anti-HumanIgA1~N/A	8932	39	8893
B37R10C20	37-20-10	Anti-HumanIgA1~N/A	9144	46	9098
B37R10C21	37-21-10	Anti-HumanIgA2~N/A	20348	58	20290
B37R10C22	37-22-10	Anti-HumanIgA2~N/A	20132	56	20076
B37R11C01	37-1-11	AlexaAntiMouseAb~N/A	20384	41	20343
B37R11C02	37-2-11	AlexaAntiMouseAb~N/A	17270	39	17231
B37R11C03	37-3-11	MAPKAP~N/A	69	37	32
B37R11C04	37-4-11	MAPKAP~N/A	65	40	25
B37R11C05	37-5-11	Buffer	630	40	590
B37R11C06	37-6-11	Buffer	714	56	658
B37R11C07	37-7-11	BSA~N/A	8559	81	8478
B37R11C08	37-8-11	BSA~N/A	9143	54	9089
B37R11C09	37-9-11	Anti-HumanIgG1~N/A	1555	44	1511
B37R11C10	37-10-11	Anti-HumanIgG1~N/A	1616	43	1573
B37R11C11	37-11-11	Anti-HumanIgG2~N/A	3026	43	2983
B37R11C12	37-12-11	Anti-HumanIgG2~N/A	3120	44	3076
B37R11C13	37-13-11	Anti-HumanIgG3~N/A	5752	42	5710
B37R11C14	37-14-11	Anti-HumanIgG3~N/A	5520	42	5478
B37R11C15	37-15-11	Anti-HumanIgG4~N/A	10669	43	10626
B37R11C16	37-16-11	Anti-HumanIgG4~N/A	10576	40	10536
B37R11C17	37-17-11	AntiBiotinAb~N/A	12604	37	12567
B37R11C18	37-18-11	AntiBiotinAb~N/A	12864	37	12827
B37R11C19	37-19-11	Buffer	80	37	43
B37R11C20	37-20-11	Buffer	87	42	45
B37R11C21	37-21-11	Hs~Ref:NM_003348.3~uORF:IOH3538	368	91	277
B37R11C22	37-22-11	Hs~Ref:NM_003348.3~uORF:IOH3538	59	203	-144
B37R12C01	37-1-12	Hs~Ref:NM_024296.2~uORF:IOH4214	40	51	-11
B37R12C02	37-2-12	Hs~Ref:NM_024296.2~uORF:IOH4214	142	39	103
B37R12C03	37-3-12	Hs~Ref:NM_000712.3~uORF:IOH7401	459	39	420
B37R12C04	37-4-12	Hs~Ref:NM_000712.3~uORF:IOH7401	447	39	408
B37R12C05	37-5-12	Hs~Ref:NM_016059.3~uORF:IOH4932	742	37	705
B37R12C06	37-6-12	Hs~Ref:NM_016059.3~uORF:IOH4932	779	44	735
B37R12C07	37-7-12	Hs~MGC:NM_021218.1~uORF:IOH10009	1188	120	1068
B37R12C08	37-8-12	Hs~MGC:NM_021218.1~uORF:IOH10009	1185	63	1122
B37R12C09	37-9-12	Hs~Ref:NM_005423.1~uORF:IOH21844	288	170	118
B37R12C10	37-10-12	Hs~Ref:NM_005423.1~uORF:IOH21844	312	57	255
B37R12C11	37-11-12	Hs~Ref:NM_145028.1~uORF:IOH22492	394	47	347
B37R12C12	37-12-12	Hs~Ref:NM_145028.1~uORF:IOH22492	433	49	384
B37R12C13	37-13-12	Hs~Ref:NM_005641.2~uORF:IOH11381	626	46	580
B37R12C14	37-14-12	Hs~Ref:NM_005641.2~uORF:IOH11381	653	44	609
B37R12C15	37-15-12	Hs~Ref:NM_181294.1~uORF:IOH50058	892	42	850
B37R12C16	37-16-12	Hs~Ref:NM_181294.1~uORF:IOH50058	881	41	840
B37R12C17	37-17-12	Hs~Ref:NM_152724.2~uORF:IOH45576	785	39	746
B37R12C18	37-18-12	Hs~Ref:NM_152724.2~uORF:IOH45576	813	39	774
B37R12C19	37-19-12	Hs~MGC:NM_174922.3~uORF:IOH44655	907	40	867
B37R12C20	37-20-12	Hs~MGC:NM_174922.3~uORF:IOH44655	995	64	931
B37R12C21	37-21-12	Hs~Ref:XM_085833.5~uORF:IOH43266	5230	74	5156
B37R12C22	37-22-12	Hs~Ref:XM_085833.5~uORF:IOH43266	4898	64	4834
B37R13C01	37-1-13	Hs~MGC:BC038976.1~uORF:IOH28763	129	71	58
B37R13C02	37-2-13	Hs~MGC:BC038976.1~uORF:IOH28763	138	44	94
B37R13C03	37-3-13	Hs~MGC:BC053582.1~uORF:IOH28938	145	38	107
B37R13C04	37-4-13	Hs~MGC:BC053582.1~uORF:IOH28938	115	38	77
B37R13C05	37-5-13	Hs~MGC:BC040546.1~uORF:IOH28687	112	36	76
B37R13C06	37-6-13	Hs~MGC:BC040546.1~uORF:IOH28687	149	41	108
B37R13C07	37-7-13	Hs~Ref:NM_000367.1~uORF:IOH27812	531	41	490
B37R13C08	37-8-13	Hs~Ref:NM_000367.1~uORF:IOH27812	526	40	486
B37R13C09	37-9-13	Hs~MGC:BC009078.1~uORF:IOH3357	529	43	486
B37R13C10	37-10-13	Hs~MGC:BC009078.1~uORF:IOH3357	607	46	561
B37R13C11	37-11-13	Hs~Ref:NM_181801.1~uORF:IOH45863	200	50	150
B37R13C12	37-12-13	Hs~Ref:NM_181801.1~uORF:IOH45863	407	52	355
B37R13C13	37-13-13	Hs~Ref:NM_021824.2~uORF:IOH45864	419	48	371
B37R13C14	37-14-13	Hs~Ref:NM_021824.2~uORF:IOH45864	492	47	445
B37R13C15	37-15-13	Hs~Ref:NM_203430.1~uORF:IOH45825	110	49	61
B37R13C16	37-16-13	Hs~Ref:NM_203430.1~uORF:IOH45825	107	49	58
B37R13C17	37-17-13	Hs~MGC:BC011941.2~uORF:IOH13067	282	49	233
B37R13C18	37-18-13	Hs~MGC:BC011941.2~uORF:IOH13067	290	52	238
B37R13C19	37-19-13	Hs~MGC:BC018630.1~uORF:IOH12072	672	54	618
B37R13C20	37-20-13	Hs~MGC:BC018630.1~uORF:IOH12072	185	71	114
B37R13C21	37-21-13	Hs~MGC:BC016992.1~uORF:IOH11870	312	64	248
B37R13C22	37-22-13	Hs~MGC:BC016992.1~uORF:IOH11870	515	147	368
B37R14C01	37-1-14	Hs~MGC:BC020712.1~uORF:IOH13788	614	43	571
B37R14C02	37-2-14	Hs~MGC:BC020712.1~uORF:IOH13788	709	42	667
B37R14C03	37-3-14	Hs~Ref:NM_016011.2~uORF:IOH53949	6177	41	6136
B37R14C04	37-4-14	Hs~Ref:NM_016011.2~uORF:IOH53949	6292	39	6253
B37R14C05	37-5-14	Hs~Ref:NM_006568.2~uORF:IOH53926	108	37	71
B37R14C06	37-6-14	Hs~Ref:NM_006568.2~uORF:IOH53926	215	61	154
B37R14C07	37-7-14	Hs~Ref:NM_182717.1~uORF:IOH58667	203	54	149
B37R14C08	37-8-14	Hs~Ref:NM_182717.1~uORF:IOH58667	447	42	405
B37R14C09	37-9-14	Hs~Ref:NM_001912.2~uORF:IOH53927	579	112	467
B37R14C10	37-10-14	Hs~Ref:NM_001912.2~uORF:IOH53927	401	59	342
B37R14C11	37-11-14	Hs~Ref:NM_005109.1~uORF:IOH21155	897	57	840
B37R14C12	37-12-14	Hs~Ref:NM_005109.1~uORF:IOH21155	960	53	907
B37R14C13	37-13-14	Hs~MGC:NM_178588.1~uORF:IOH13592	344	46	298
B37R14C14	37-14-14	Hs~MGC:NM_178588.1~uORF:IOH13592	341	49	292
B37R14C15	37-15-14	Hs~Ref:NM_021131.1~uORF:IOH4040	291	50	241
